contract_id,event_date,event_type
9975,2021-03-26 15:43:32,Включение интернета на 20 минут
9975,2021-04-04 20:01:31,Информер ВК. Показ
9975,2021-04-04 20:01:51,Включение интернета на 20 минут
9975,2021-04-13 20:20:39,Включение интернета на 20 минут
9975,2021-04-13 20:20:40,Включение интернета на 20 минут
9975,2021-04-22 12:04:53,Информер ВК. Показ
9975,2021-04-22 12:04:59,Включение интернета на 20 минут
9975,2021-04-27 15:10:09,Включение интернета на 20 минут
50603,2021-03-02 18:10:33,Турбокнопка бесплатно
50603,2021-03-03 17:56:26,Турбокнопка бесплатно
50603,2021-03-05 16:39:43,Турбокнопка бесплатно
50603,2021-03-06 07:32:32,Турбокнопка бесплатно
50603,2021-03-07 08:33:11,Турбокнопка бесплатно
50603,2021-03-08 08:12:25,Турбокнопка бесплатно
50603,2021-03-17 18:25:49,Информер ВК. Показ
50603,2021-03-17 18:26:01,Турбокнопка бесплатно
50603,2021-03-20 11:08:43,Информер ВК. Показ
50603,2021-03-20 11:08:59,Турбокнопка бесплатно
50603,2021-03-20 12:32:09,Информер ВК. Показ
50603,2021-03-21 08:03:28,Турбокнопка бесплатно
50603,2021-03-24 18:07:00,Турбокнопка бесплатно
50603,2021-03-26 20:12:56,Гарантированный платеж за деньги
50603,2021-04-02 17:11:30,Турбокнопка бесплатно
50603,2021-04-03 10:23:50,Турбокнопка бесплатно
50603,2021-04-04 12:44:27,Турбокнопка бесплатно
50603,2021-04-08 18:39:38,Турбокнопка бесплатно
50603,2021-04-10 18:28:09,Турбокнопка бесплатно
50603,2021-04-11 08:00:37,Турбокнопка бесплатно
50603,2021-04-16 17:38:28,Турбокнопка бесплатно
50603,2021-04-20 18:02:39,Информер ВК. Показ
50603,2021-04-20 18:02:57,Турбокнопка бесплатно
50603,2021-04-24 09:09:48,Информер ВК. Показ
50603,2021-04-24 09:09:59,Турбокнопка бесплатно
50605,2021-03-12 17:14:30,Информер ВК. Показ
50605,2021-04-09 18:14:09,Информер ВК. Показ
50605,2021-04-09 18:14:16,Информер ВК. Показ
35038,2021-04-06 11:33:35,Принято заявление и доп. соглашение по переезду
35038,2021-04-06 11:33:37,Информер ВК. Показ
9498,2021-03-12 23:49:03,Информер ВК. Показ
9498,2021-03-12 23:55:13,Информер ВК. Показ
49105,2021-03-03 16:25:50,Включение интернета на 20 минут
49105,2021-03-16 17:28:37,Включение интернета на 20 минут
49105,2021-04-07 12:09:01,Включение интернета на 20 минут
50608,2021-03-01 23:43:36,Включение интернета на 20 минут
50608,2021-03-05 08:44:06,Включение интернета на 20 минут
50608,2021-03-07 08:50:34,Включение интернета на 20 минут
50608,2021-03-09 09:05:22,Включение интернета на 20 минут
50608,2021-03-12 09:32:44,Включение интернета на 20 минут
50608,2021-03-15 09:44:49,Включение интернета на 20 минут
50608,2021-03-21 11:52:33,Включение интернета на 20 минут
50608,2021-03-21 11:52:34,Включение интернета на 20 минут
50608,2021-03-28 12:03:02,Включение интернета на 20 минут
50608,2021-04-12 12:20:52,Включение интернета на 20 минут
50608,2021-04-19 12:34:47,Включение интернета на 20 минут
50608,2021-04-25 12:43:03,Включение интернета на 20 минут
50614,2021-03-23 19:43:51,Гарантированный платеж за деньги
50617,2021-04-01 09:29:17,Информер ВК. Показ
50617,2021-04-01 09:29:19,Информер ВК. Показ
50617,2021-04-10 21:33:42,Информер ВК. Показ
50618,2021-03-05 13:35:31,Информер ВК. Показ
50618,2021-03-09 08:40:36,Информер ВК. Показ
50618,2021-03-28 11:22:29,Информер ВК. Показ
50618,2021-04-06 14:42:06,Информер ВК. Показ
50618,2021-04-23 21:02:52,Информер ВК. Показ
50619,2021-04-06 18:13:54,Информер ВК. Показ
50619,2021-04-06 18:19:58,Информер ВК. Показ
50619,2021-04-12 16:31:52,Информер ВК. Показ
50619,2021-04-12 20:57:39,Получение подарка в ЛК: 1 месяц бесплатного просмотра IPTV
50619,2021-04-12 20:57:47,Получение подарка в ЛК: сутки интернета на максимальной скорости
50619,2021-04-12 21:00:24,Абонент оставил отзыв в Личном кабинете
50623,2021-03-04 20:34:03,Информер ВК. Показ
50623,2021-03-04 20:34:10,Включение интернета на 20 минут
50623,2021-04-03 09:30:23,Информер ВК. Показ
50623,2021-04-03 09:31:37,Информер ВК. Показ
50623,2021-04-16 06:33:41,Информер ВК. Показ
50631,2021-03-17 21:33:03,Информер ВК. Показ
50631,2021-03-18 22:57:39,Информер ВК. Показ
50631,2021-04-11 13:29:40,Информер ВК. Показ
50631,2021-04-11 13:29:46,Информер ВК. Показ
34924,2021-04-18 17:36:14,Включение интернета на 20 минут
50637,2021-03-01 20:32:01,Включение интернета на 20 минут
50637,2021-03-01 20:32:03,Информер ВК. Показ
50637,2021-03-01 20:32:16,Гарантированный платеж за деньги
14068,2021-03-30 07:27:41,Информер ВК. Показ
14068,2021-03-30 07:28:13,Информер ВК. Показ
14068,2021-03-30 07:28:24,Информер ВК. Показ
50658,2021-03-18 16:50:08,Гарантированный платеж за деньги
50658,2021-03-22 13:16:23,Гарантированный платеж за деньги
50658,2021-03-22 13:16:36,Включение интернета на 20 минут
50658,2021-04-26 14:56:04,Гарантированный платеж за деньги
50662,2021-03-02 23:47:41,Включение интернета на 20 минут
50662,2021-03-18 05:16:03,Включение интернета на 20 минут
50662,2021-04-25 11:08:09,Включение интернета на 20 минут
50670,2021-03-08 18:44:41,Информер ВК. Показ
50670,2021-03-09 17:51:29,Включение интернета на 20 минут
50670,2021-03-09 18:19:18,Информер ВК. Показ
50670,2021-04-09 21:16:31,Включение интернета на 20 минут
40913,2021-03-05 01:05:36,Просмотр раздела Тайный покупатель
50673,2021-03-09 21:55:45,Информер ВК. Показ
50673,2021-03-16 16:42:47,Информер ВК. Показ
50673,2021-03-16 16:42:54,Турбокнопка бесплатно
50673,2021-03-19 21:16:45,Информер ВК. Показ
50673,2021-03-30 16:52:21,Турбокнопка бесплатно
50673,2021-04-02 19:18:24,Турбокнопка бесплатно
50673,2021-04-16 17:57:39,Информер ВК. Показ
50673,2021-04-18 12:13:23,Информер ВК. Показ
50673,2021-04-18 12:13:31,Турбокнопка бесплатно
50673,2021-04-21 22:49:51,Информер ВК. Показ
7795,2021-03-08 23:33:29,Информер ВК. Показ
7795,2021-03-08 23:33:51,Включение интернета на 20 минут
7795,2021-03-08 23:40:28,Информер ВК. Показ
7795,2021-03-18 22:45:05,Включение интернета на 20 минут
7795,2021-03-20 23:04:46,Информер ВК. Показ
7795,2021-03-20 23:05:31,Включение интернета на 20 минут
7795,2021-03-24 23:23:04,Включение интернета на 20 минут
50679,2021-03-14 16:27:28,Информер ВК. Показ
50683,2021-04-03 21:45:51,Информер ВК. Показ
50683,2021-04-03 21:46:31,Информер ВК. Показ
50683,2021-04-03 21:46:54,Информер ВК. Показ
50686,2021-03-11 09:37:34,Турбокнопка бесплатно
50686,2021-03-12 15:43:06,Турбокнопка бесплатно
50686,2021-03-16 16:15:27,Турбокнопка бесплатно
50686,2021-03-24 17:22:02,Информер ВК. Показ
50686,2021-03-24 17:22:08,Турбокнопка бесплатно
50686,2021-03-24 18:27:00,Включение интернета на 20 минут
50686,2021-03-24 18:28:29,Информер ВК. Показ
50686,2021-04-02 10:52:51,Информер ВК. Показ
50686,2021-04-24 21:13:36,Информер ВК. Показ
50686,2021-04-24 21:13:49,Включение интернета на 20 минут
30944,2021-03-11 20:43:00,Информер ВК. Показ
30944,2021-03-11 20:50:11,Информер ВК. Показ
30944,2021-03-12 09:03:02,Информер ВК. Показ
47780,2021-03-20 22:11:19,Информер ВК. Показ
47780,2021-03-20 22:11:48,Гарантированный платеж за деньги
47780,2021-03-25 19:34:02,Гарантированный платеж за деньги
47780,2021-03-29 21:22:34,Гарантированный платеж за деньги
49407,2021-03-16 09:41:36,Информер ВК. Показ
8982,2021-03-04 19:11:35,Включение интернета на 20 минут
8982,2021-03-08 00:02:02,Включение интернета на 20 минут
8982,2021-03-09 21:17:07,Включение интернета на 20 минут
8982,2021-03-25 18:12:52,Информер ВК. Показ
8982,2021-03-25 18:16:24,Информер ВК. Показ
8982,2021-04-11 14:41:21,Включение интернета на 20 минут
8982,2021-04-22 23:41:51,Включение интернета на 20 минут
49436,2021-03-02 15:30:48,Включение интернета на 20 минут
49436,2021-03-06 06:43:45,Включение интернета на 20 минут
49436,2021-03-10 16:31:10,Включение интернета на 20 минут
49436,2021-03-13 18:26:57,Включение интернета на 20 минут
49436,2021-03-19 19:37:11,Включение интернета на 20 минут
49436,2021-03-24 14:34:10,Информер ВК. Показ
49436,2021-03-27 18:15:15,Информер ВК. Показ
49436,2021-03-30 23:12:24,Информер ВК. Показ
49436,2021-03-31 16:58:06,Включение интернета на 20 минут
49436,2021-04-07 19:54:47,Включение интернета на 20 минут
49436,2021-04-11 18:39:43,Включение интернета на 20 минут
49436,2021-04-14 18:53:17,Отключение услуги Автоплатёж
33646,2021-03-11 17:16:27,Гарантированный платеж за деньги
33646,2021-03-14 18:10:38,Включение интернета на 20 минут
33646,2021-03-16 20:38:54,Гарантированный платеж за деньги
33646,2021-03-24 22:24:00,Информер ВК. Показ
33646,2021-03-24 22:24:08,Включение интернета на 20 минут
33646,2021-03-25 22:58:20,Гарантированный платеж за деньги
33646,2021-03-28 23:51:55,Включение интернета на 20 минут
33646,2021-03-31 13:43:15,Включение интернета на 20 минут
33646,2021-03-31 17:27:40,Гарантированный платеж за деньги
33646,2021-04-03 18:06:54,Включение интернета на 20 минут
33646,2021-04-05 20:11:57,Гарантированный платеж за деньги
33646,2021-04-08 20:41:26,Включение интернета на 20 минут
33646,2021-04-13 22:58:18,Гарантированный платеж за деньги
33646,2021-04-17 04:07:58,Включение интернета на 20 минут
33646,2021-04-18 06:47:52,Гарантированный платеж за деньги
33646,2021-04-21 07:21:00,Включение интернета на 20 минут
50697,2021-03-04 12:38:21,Информер ВК. Показ
50697,2021-03-04 12:39:08,Информер ВК. Показ
50697,2021-04-20 13:09:55,Информер ВК. Показ
13591,2021-03-10 21:16:31,Гарантированный платеж за деньги
13591,2021-03-14 12:16:00,Информер ВК. Показ
13591,2021-03-14 12:18:16,Информер ВК. Показ
13591,2021-03-14 13:38:43,Информер ВК. Показ
13591,2021-04-14 08:56:38,Гарантированный платеж за деньги
50706,2021-03-10 11:03:38,Включение интернета на 20 минут
50706,2021-03-10 12:54:33,Информер ВК. Показ
50706,2021-03-15 13:08:19,Информер ВК. Показ
50706,2021-03-17 16:09:34,Информер ВК. Показ
50706,2021-03-21 18:55:11,Включение интернета на 20 минут
50706,2021-03-21 19:58:28,Гарантированный платеж за деньги
50706,2021-04-09 13:41:36,Включение интернета на 20 минут
50706,2021-04-10 20:12:54,Информер ВК. Показ
50706,2021-04-12 16:39:39,Включение интернета на 20 минут
50706,2021-04-13 10:00:07,Гарантированный платеж за деньги
50706,2021-04-16 11:30:18,Информер ВК. Показ
50706,2021-04-20 23:33:27,Информер ВК. Показ
50706,2021-04-20 23:34:55,Включение интернета на 20 минут
50706,2021-04-24 16:09:13,Включение интернета на 20 минут
50706,2021-04-24 16:11:40,Гарантированный платеж за деньги
50706,2021-04-28 10:04:13,Включение интернета на 20 минут
50708,2021-03-04 13:38:11,Гарантированный платеж за деньги
50708,2021-03-08 15:06:39,Гарантированный платеж за деньги
50708,2021-03-15 12:59:06,Информер ВК. Показ
50708,2021-03-15 12:59:19,Включение интернета на 20 минут
50708,2021-03-15 15:31:17,Информер ВК. Показ
50708,2021-03-29 22:45:02,Информер ВК. Показ
50708,2021-03-30 14:48:04,Включение интернета на 20 минут
50708,2021-03-30 23:02:21,Гарантированный платеж за деньги
50708,2021-04-04 23:12:29,Гарантированный платеж за деньги
50708,2021-04-09 14:10:39,Просмотр раздела Тайный покупатель
50708,2021-04-09 23:25:07,Гарантированный платеж за деньги
50708,2021-04-14 00:19:49,Гарантированный платеж за деньги
50708,2021-04-27 09:19:14,Информер ВК. Показ
50708,2021-04-27 10:01:42,Информер ВК. Показ
50716,2021-03-07 15:17:56,Гарантированный платеж за деньги
50716,2021-03-07 15:18:40,Информер ВК. Показ
50716,2021-03-24 12:11:54,Информер ВК. Показ
50716,2021-04-02 13:54:14,Включение интернета на 20 минут
50716,2021-04-02 13:54:20,Информер ВК. Показ
50716,2021-04-07 14:40:38,Включение интернета на 20 минут
50716,2021-04-07 14:56:06,Гарантированный платеж за деньги
50716,2021-04-10 15:02:45,Информер ВК. Показ
50716,2021-04-10 15:59:32,Включение интернета на 20 минут
50716,2021-04-14 16:39:08,Гарантированный платеж за деньги
50716,2021-04-25 21:04:41,Информер ВК. Показ
40895,2021-03-11 23:26:33,Информер ВК. Показ
40895,2021-03-18 20:58:52,Информер ВК. Показ
40895,2021-03-25 20:42:14,Информер ВК. Показ
40895,2021-04-16 17:36:12,Информер ВК. Показ
40895,2021-04-26 18:06:47,Информер ВК. Показ
50742,2021-04-25 13:44:00,Информер ВК. Показ
50742,2021-04-25 13:45:11,Информер ВК. Показ
50744,2021-03-02 01:02:20,Турбокнопка бесплатно
50744,2021-03-02 20:39:14,Турбокнопка платно (1 час)
50744,2021-03-03 01:39:24,Турбокнопка бесплатно
50744,2021-03-04 20:39:24,Включение интернета на 20 минут
50744,2021-03-04 20:39:25,Включение интернета на 20 минут
50744,2021-03-06 01:36:23,Турбокнопка бесплатно
50744,2021-03-10 15:34:42,Турбокнопка бесплатно
50744,2021-03-15 18:49:24,Турбокнопка бесплатно
50744,2021-03-15 20:55:50,Турбокнопка платно (1 час)
50744,2021-03-15 23:40:58,Турбокнопка платно (1 час)
50744,2021-03-16 00:59:33,Турбокнопка бесплатно
50744,2021-03-16 19:18:09,Турбокнопка платно (1 час)
50744,2021-03-16 20:56:53,Турбокнопка платно (1 час)
50744,2021-03-16 22:04:48,Турбокнопка платно (1 час)
50744,2021-03-16 23:14:23,Турбокнопка платно (1 час)
50744,2021-03-19 15:57:47,Информер ВК. Показ
50744,2021-03-20 02:21:00,Информер ВК. Показ
50744,2021-03-20 02:21:03,Турбокнопка бесплатно
50744,2021-03-22 17:12:27,Информер ВК. Показ
50744,2021-03-25 20:53:27,Включение интернета на 20 минут
50744,2021-03-30 00:47:37,Турбокнопка бесплатно
50744,2021-04-06 18:11:52,Турбокнопка бесплатно
50744,2021-04-14 00:05:42,Турбокнопка бесплатно
50744,2021-04-22 17:50:04,Информер ВК. Показ
50744,2021-04-22 17:50:11,Турбокнопка бесплатно
50744,2021-04-24 00:48:42,Информер ВК. Показ
50744,2021-04-24 00:48:47,Турбокнопка бесплатно
50744,2021-04-24 21:07:27,Информер ВК. Показ
50744,2021-04-24 21:07:50,Включение интернета на 20 минут
50744,2021-04-25 18:56:10,Турбокнопка бесплатно
50744,2021-04-26 16:10:15,Турбокнопка бесплатно
50744,2021-04-29 12:38:55,Турбокнопка бесплатно
50746,2021-03-29 09:17:22,Включение интернета на 20 минут
50746,2021-03-30 22:50:41,Включение интернета на 20 минут
50746,2021-03-31 17:04:11,Гарантированный платеж за деньги
50746,2021-04-05 09:38:35,Включение интернета на 20 минут с IVR
50746,2021-04-11 18:38:07,Гарантированный платеж за деньги
50746,2021-04-15 11:11:08,Включение интернета на 20 минут
50751,2021-03-01 08:37:26,Информер ВК. Показ
50751,2021-03-15 15:32:46,Информер ВК. Показ
50751,2021-03-15 20:46:58,Информер ВК. Показ
50751,2021-04-01 09:38:34,Информер ВК. Показ
50751,2021-04-15 17:31:35,Информер ВК. Показ
50751,2021-04-15 22:07:41,Информер ВК. Показ
50759,2021-03-13 02:42:01,Информер ВК. Показ
50759,2021-03-14 19:11:36,Гарантированный платеж за деньги
50759,2021-03-17 19:34:20,Информер ВК. Показ
50760,2021-03-04 17:07:32,Информер ВК. Показ
50760,2021-03-04 18:11:46,Включение управления услугами по паролю
50760,2021-03-05 16:27:06,Родительский контроль. Включение
50760,2021-03-13 23:43:25,Информер ВК. Показ
50760,2021-03-14 12:07:09,Информер ВК. Показ
50760,2021-03-14 12:08:02,Родительский контроль. Выключение
50760,2021-03-14 12:09:53,Бонус-скорость
50760,2021-03-27 10:46:38,Выключение IPTV-пакета
50760,2021-03-28 23:08:22,Бонус-скорость
50760,2021-04-08 19:38:37,Включение IPTV-пакета
50760,2021-04-08 19:39:02,Включение IPTV-пакета
50760,2021-04-09 21:56:50,Информер ВК. Показ
50760,2021-04-09 21:59:17,Выключение IPTV-пакета
50760,2021-04-10 18:46:19,Включение IPTV-пакета
50760,2021-04-10 18:55:44,Выключение IPTV-пакета
50760,2021-04-10 18:56:25,Включение ограничения функций ТВ
50760,2021-04-17 21:56:34,Информер ВК. Показ
50760,2021-04-17 21:57:18,Информер ВК. Показ
50760,2021-04-17 21:59:55,Подписка на ivi. Включение триала
50760,2021-04-26 17:58:29,Подписка на ivi. Отключение автопродления подписки
50761,2021-03-17 14:12:08,Принято заявление и доп. соглашение по переезду
50761,2021-03-17 14:12:11,Информер ВК. Показ
50761,2021-03-17 14:32:34,Информер ВК. Показ
50762,2021-03-05 10:55:25,Информер ВК. Показ
50762,2021-03-14 17:00:18,Информер ВК. Показ
50762,2021-03-19 10:48:16,Информер ВК. Показ
50762,2021-04-12 08:41:16,Информер ВК. Показ
50762,2021-04-18 21:56:25,Информер ВК. Показ
50762,2021-04-21 13:57:07,Информер ВК. Показ
50766,2021-03-03 16:34:53,Включение интернета на 20 минут
50766,2021-03-03 17:26:19,Гарантированный платеж за деньги
50766,2021-03-06 20:50:01,Гарантированный платеж за деньги
50766,2021-03-11 18:58:00,Гарантированный платеж за деньги
50766,2021-03-16 18:33:25,Гарантированный платеж за деньги
50766,2021-03-23 12:59:08,Гарантированный платеж за деньги
50766,2021-03-27 17:15:59,Гарантированный платеж за деньги
50766,2021-03-30 17:34:30,Информер ВК. Показ
50766,2021-04-01 19:39:42,Гарантированный платеж за деньги
50766,2021-04-06 03:03:03,Гарантированный платеж за деньги
50766,2021-04-12 10:53:59,Гарантированный платеж за деньги
9367,2021-03-21 11:44:23,Гарантированный платеж за деньги
9367,2021-03-24 18:51:52,Включение интернета на 20 минут
9367,2021-04-24 20:30:16,Гарантированный платеж за деньги
50773,2021-03-16 16:19:27,Гарантированный платеж за деньги
50773,2021-03-19 16:52:46,Включение интернета на 20 минут
50773,2021-03-20 09:34:10,Включение интернета на 20 минут с IVR
50773,2021-04-20 14:13:44,Гарантированный платеж за деньги
50773,2021-04-23 21:03:43,Включение интернета на 20 минут с IVR
50789,2021-03-03 19:02:11,Информер ВК. Показ
50789,2021-03-20 20:07:35,Информер ВК. Показ
50789,2021-03-20 20:11:27,Информер ВК. Показ
50798,2021-03-01 09:47:02,Гарантированный платеж за деньги
50798,2021-04-12 18:40:23,Информер ВК. Показ
8360,2021-03-10 21:58:36,Информер ВК. Показ
8360,2021-04-11 22:56:56,Информер ВК. Показ
50800,2021-03-03 15:45:51,Информер ВК. Показ
50800,2021-03-03 16:02:17,Включение интернета на 20 минут
50800,2021-03-06 18:39:45,Информер ВК. Показ
50800,2021-03-06 18:40:32,Гарантированный платеж за деньги
50800,2021-03-09 20:32:45,Включение интернета на 20 минут
50800,2021-03-11 21:43:55,Гарантированный платеж за деньги
50800,2021-03-14 21:59:06,Включение интернета на 20 минут
50800,2021-03-17 22:25:50,Гарантированный платеж за деньги
50800,2021-03-20 17:48:59,Информер ВК. Показ
50800,2021-03-24 23:27:23,Гарантированный платеж за деньги
50800,2021-03-27 23:32:35,Включение интернета на 20 минут
50800,2021-03-30 23:42:18,Гарантированный платеж за деньги
50800,2021-04-06 12:37:31,Информер ВК. Показ
50800,2021-04-06 12:53:35,Гарантированный платеж за деньги
50800,2021-04-09 13:08:46,Информер ВК. Показ
50800,2021-04-13 15:22:00,Гарантированный платеж за деньги
50800,2021-04-16 15:58:11,Включение интернета на 20 минут
50800,2021-04-19 16:23:36,Гарантированный платеж за деньги
50800,2021-04-22 17:17:36,Информер ВК. Показ
50800,2021-04-22 17:17:48,Включение интернета на 20 минут
50800,2021-04-25 20:15:57,Гарантированный платеж за деньги
12405,2021-04-03 18:39:03,Включение интернета на 20 минут
12405,2021-04-06 09:06:54,Информер ВК. Показ
31650,2021-03-06 18:54:52,Включение интернета на 20 минут
31650,2021-04-06 06:26:33,Включение интернета на 20 минут
31650,2021-04-20 08:51:05,Включение интернета на 20 минут
50820,2021-03-14 13:35:52,Информер ВК. Показ
50823,2021-03-25 16:19:54,Информер ВК. Показ
50823,2021-03-25 16:40:21,Информер ВК. Показ
50823,2021-04-13 17:10:25,Информер ВК. Показ
50823,2021-04-27 22:08:27,Информер ВК. Показ
50823,2021-04-27 22:09:19,Информер ВК. Показ
50833,2021-03-01 22:39:46,Гарантированный платеж за деньги
50833,2021-03-28 22:35:38,Гарантированный платеж за деньги
50833,2021-03-31 22:47:11,Информер ВК. Показ
50833,2021-04-29 20:06:05,Гарантированный платеж за деньги
34532,2021-03-06 01:21:32,Информер ВК. Показ
34532,2021-03-12 14:10:04,Информер ВК. Показ
34532,2021-03-31 12:18:55,Информер ВК. Показ
34532,2021-04-06 17:02:09,Информер ВК. Показ
34532,2021-04-17 09:21:42,Информер ВК. Показ
34532,2021-04-23 16:49:21,Просмотр раздела Тайный покупатель
49832,2021-03-06 22:56:48,Включение интернета на 20 минут
49832,2021-03-06 22:56:49,Включение интернета на 20 минут
49832,2021-04-06 11:50:52,Включение интернета на 20 минут
49832,2021-04-06 11:50:53,Включение интернета на 20 минут
50840,2021-03-01 22:47:53,Включение интернета на 20 минут
50840,2021-03-01 22:47:54,Включение интернета на 20 минут
50840,2021-03-04 16:05:45,Гарантированный платеж за деньги
50840,2021-03-10 17:28:36,Гарантированный платеж за деньги
50840,2021-03-26 21:16:59,Включение интернета на 20 минут
50840,2021-03-26 21:17:00,Включение интернета на 20 минут
50840,2021-04-05 17:41:23,Включение интернета на 20 минут
50840,2021-04-05 17:41:24,Включение интернета на 20 минут
50840,2021-04-09 03:58:15,Включение интернета на 20 минут
50840,2021-04-09 03:58:16,Включение интернета на 20 минут
50840,2021-04-21 14:56:53,Гарантированный платеж за деньги
50848,2021-03-05 05:23:02,Гарантированный платеж за деньги
50848,2021-03-08 22:15:42,Информер ВК. Показ
50848,2021-03-08 22:16:15,Информер ВК. Показ
50848,2021-03-09 16:56:27,Включение интернета на 20 минут
50848,2021-03-17 17:01:32,Включение интернета на 20 минут
50848,2021-03-17 17:01:41,Информер ВК. Показ
50848,2021-03-17 17:01:54,Гарантированный платеж за деньги
50848,2021-03-20 17:16:26,Включение интернета на 20 минут
50848,2021-03-24 18:12:02,Включение интернета на 20 минут
50848,2021-04-01 18:30:31,Гарантированный платеж за деньги
50848,2021-04-04 22:32:15,Гарантированный платеж за деньги
50848,2021-04-08 20:08:18,Включение интернета на 20 минут
50848,2021-04-11 04:25:52,Гарантированный платеж за деньги
50848,2021-04-14 16:51:54,Включение интернета на 20 минут
50848,2021-04-15 17:11:24,Гарантированный платеж за деньги
50848,2021-04-19 02:21:38,Включение интернета на 20 минут
50848,2021-04-22 11:48:58,Включение интернета на 20 минут
50848,2021-04-22 11:49:12,Информер ВК. Показ
50848,2021-04-22 11:49:25,Гарантированный платеж за деньги
50848,2021-04-25 13:28:44,Включение интернета на 20 минут
50848,2021-04-29 20:10:38,Гарантированный платеж за деньги
50850,2021-04-28 21:55:15,Включение интернета на 20 минут
50850,2021-04-28 21:55:16,Включение интернета на 20 минут
50854,2021-04-17 13:28:18,Информер ВК. Показ
50854,2021-04-17 13:30:00,Информер ВК. Показ
50854,2021-04-17 13:36:19,Информер ВК. Показ
50854,2021-04-17 13:40:39,Смена пароля
50863,2021-03-04 20:40:58,Включение интернета на 20 минут с IVR
50864,2021-04-05 20:19:53,Информер ВК. Показ
50878,2021-03-09 21:27:39,Информер ВК. Показ
50878,2021-03-09 21:27:45,Гарантированный платеж за деньги
50878,2021-03-28 23:03:22,Гарантированный платеж за деньги
50878,2021-04-10 23:31:10,Включение интернета на 20 минут
50878,2021-04-16 12:39:09,Информер ВК. Показ
50878,2021-04-16 12:39:15,Турбокнопка бесплатно
50878,2021-04-27 12:43:14,Информер ВК. Показ
50878,2021-04-27 12:43:20,Турбокнопка бесплатно
30493,2021-03-28 13:53:55,Включение интернета на 20 минут
50195,2021-03-02 18:37:31,Информер ВК. Показ
50195,2021-03-02 18:37:38,Информер ВК. Показ
50195,2021-04-04 20:54:57,Информер ВК. Показ
50195,2021-04-04 20:55:06,Включение интернета на 20 минут
50195,2021-04-04 20:58:48,Информер ВК. Показ
50195,2021-04-21 14:37:47,Информер ВК. Показ
50195,2021-04-21 14:37:53,Абонент оставил отзыв в Личном кабинете
50907,2021-03-01 15:59:49,Включение автоматической активации ГП
50907,2021-03-01 16:00:26,Отключение автоматической активации ГП
50907,2021-03-01 16:01:55,Включение автоматической активации ГП
50907,2021-03-14 15:34:02,Включение автоматической активации ГП
50907,2021-03-16 14:59:08,Информер ВК. Показ
50907,2021-03-29 22:41:09,Информер ВК. Показ
50907,2021-04-03 09:17:06,Информер ВК. Показ
50907,2021-04-17 16:37:00,Информер ВК. Показ
50907,2021-04-22 16:24:38,Включение автоматической активации ГП
50908,2021-03-01 15:26:57,Информер ВК. Показ
50908,2021-03-01 15:28:03,Гарантированный платеж за деньги
50908,2021-03-05 02:08:12,Включение интернета на 20 минут
50908,2021-03-05 21:09:59,Информер ВК. Показ
50908,2021-03-05 23:34:22,Гарантированный платеж за деньги
50908,2021-03-12 12:03:00,Гарантированный платеж за деньги
50908,2021-03-21 16:00:09,Гарантированный платеж за деньги
50908,2021-03-24 16:12:47,Включение интернета на 20 минут
50908,2021-03-24 16:12:48,Включение интернета на 20 минут
50908,2021-03-30 18:57:53,Информер ВК. Показ
50908,2021-03-30 18:58:16,Гарантированный платеж за деньги
50908,2021-04-04 10:55:11,Информер ВК. Показ
50908,2021-04-04 10:55:40,Гарантированный платеж за деньги
50908,2021-04-08 08:35:24,Включение интернета на 20 минут
50908,2021-04-15 18:07:59,Информер ВК. Показ
50908,2021-04-15 18:08:43,Гарантированный платеж за деньги
50908,2021-04-19 19:00:21,Гарантированный платеж за деньги
50908,2021-04-26 17:46:38,Гарантированный платеж за деньги
50908,2021-04-29 18:23:24,Просмотр раздела Тайный покупатель
50908,2021-04-29 18:25:43,Гарантированный платеж за деньги
50921,2021-04-15 12:09:30,Информер ВК. Показ
50921,2021-04-15 12:23:55,Информер ВК. Показ
50921,2021-04-15 12:33:33,Информер ВК. Показ
50925,2021-03-14 17:28:17,Гарантированный платеж за деньги
50925,2021-04-14 19:05:26,Включение интернета на 20 минут с IVR
50935,2021-03-11 19:32:56,Включение интернета на 20 минут
50935,2021-03-11 19:32:57,Включение интернета на 20 минут
50935,2021-04-07 18:12:35,Включение интернета на 20 минут
50935,2021-04-07 18:12:36,Включение интернета на 20 минут
